# Program:featureCounts v2.0.6; Command:"featureCounts" "-a" "/home/gsdeol/dev/mouse-analysis/data/reference/mm9/genes.gtf" "-o" "/home/gsdeol/dev/mouse-analysis/results/counts/featureCounts_raw.txt" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-s" "2" "-T" "8" "/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam" "/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/home/gsdeol/dev/mouse-analysis/results/align/H23-142_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-143_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-144_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-145_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-146_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-147_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-148_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-149_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-150_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-151_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-152_Aligned.sortedByCoord.out.bam	/home/gsdeol/dev/mouse-analysis/results/align/H23-153_Aligned.sortedByCoord.out.bam
ENSMUSG00000054266	13;13;13;13;13;13;13	33284828;33286432;33287717;33288311;33289846;33292481;33294546	33284888;33286609;33287857;33288428;33289988;33292636;33294998	+;+;+;+;+;+;+	1250	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081237	13;13	33309137;33309859	33309544;33310020	-;-	570	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000062342	13;13;13;13;13;13;13	33341481;33343445;33344736;33345314;33346889;33349526;33351594	33341541;33343622;33344876;33345431;33347031;33349681;33352715	+;+;+;+;+;+;+	1919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000038327	13;13;13;13;13;13;13	33415946;33417686;33419115;33419694;33421238;33423991;33426114	33415995;33417863;33419255;33419811;33421380;33424146;33427239	+;+;+;+;+;+;+	1912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000071452	13;13;13;13;13;13	33487630;33489061;33489640;33491202;33493897;33496029	33487807;33489201;33489757;33491344;33494052;33497154	+;+;+;+;+;+	1862	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000057726	13;13;13;13;13;13;13	33576659;33578390;33579821;33580400;33581949;33584676;33586744	33576719;33578567;33579961;33580517;33582091;33584831;33587867	+;+;+;+;+;+;+	1921	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081903	13;13;13;13	33599996;33601762;33615018;33617820	33600124;33601888;33615172;33618180	+;+;+;+	772	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081288	13	33623482	33623828	-	347	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082722	13;13	33634868;33642427	33635014;33642567	+;+	288	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089229	13	33659663	33659874	+	212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083042	13	33733494	33733652	+	159	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000047889	13;13;13;13;13;13;13	33753274;33755914;33758226;33759449;33760932;33762492;33762949	33753489;33756088;33758378;33759566;33761074;33762647;33763450	+;+;+;+;+;+;+	1463	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082986	13;13;13	33778326;33780029;33781236	33778472;33780169;33781377	+;+;+	430	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082808	13;13	33792342;33792894	33792497;33792971	-;-	234	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083638	13;13;13;13	33810145;33811231;33812200;33813641	33810309;33811374;33812316;33813924	+;+;+;+	710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082659	13;13	33820902;33821619	33821318;33821718	-;-	517	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082805	13;13	33833109;33833509	33833208;33833907	+;+	499	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080317	13;13;13	33858789;33859520;33861043	33859143;33860330;33861332	+;+;+	1456	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089642	13	33902576	33903500	+	925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000069248	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	33924214;33924214;33925017;33925017;33928261;33928261;33929624;33929624;33930797;33930797;33932855;33932855;33932872;33934576;33934576;33935250;33935250;33935250	33924729;33924729;33925172;33925172;33928403;33928403;33929741;33929741;33930946;33930946;33933224;33933224;33933224;33934588;33934588;33935277;33935277;33935277	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1494	1	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000052180	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	33971685;33971686;33971686;33972491;33972491;33972491;33976286;33976343;33977992;33985673;33985673;33985673;33987138;33987138;33987138;33989213;33989213;33989213;33991131;33991131;33991131;33996977;33997512;33997512	33972201;33972201;33972201;33972646;33972646;33972646;33976290;33976355;33977997;33985815;33985815;33985815;33987255;33987255;33987255;33989365;33989365;33989365;33991305;33991305;33991305;33997039;33997577;33997577	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1415	3	2	2	4	3	1	1	1	0	1	1	3
ENSMUSG00000060147	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	34009787;34009787;34009796;34010101;34010610;34010610;34010610;34010610;34010659;34013727;34014795;34014795;34014795;34014795;34014795;34014811;34014888;34015493;34017181;34017181;34017181;34017181;34017181;34017181;34017181;34017183;34017255;34021894;34021894;34021894;34021894;34021894;34021894;34021894;34021894;34021894;34021894;34021994;34022007;34023341;34023341;34023341;34023341;34023341;34023341;34023341;34023341;34023341;34023341;34023341;34023341;34023452;34027438;34027442;34027442;34027442;34027488;34027496;34027636;34027791;34027791;34027791;34027791;34027791;34027791;34027791;34046767;34062950;34078357;34088112;34088112;34088112;34088112;34088112;34094335;34094335;34094335;34094539;34094539;34094539	34010311;34010311;34010311;34010311;34010765;34010765;34010765;34010765;34010765;34013928;34014937;34014937;34014937;34014937;34014937;34014937;34014937;34017298;34017298;34017298;34017298;34017298;34017298;34017298;34017298;34017298;34017298;34022046;34022046;34022046;34022046;34022046;34022046;34022046;34022046;34022046;34022046;34022046;34022046;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34023515;34027663;34027663;34027744;34027663;34027663;34027663;34027717;34027823;34027846;34027847;34027824;34027865;34027952;34028067;34046979;34063201;34079118;34088220;34088220;34088220;34088220;34088220;34094655;34094636;34094636;34094639;34094609;34094663	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5409	2063	1989	2360	2736	1946	2148	1848	2280	1959	2147	2493	3001
ENSMUSG00000085457	13;13	34027689;34028381	34027966;34028499	+;+	397	1	2	3	3	3	3	3	3	1	1	2	10
ENSMUSG00000046949	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	34056528;34056528;34056528;34057914;34060059;34060059;34064181;34064181;34064181;34071401;34071401;34071401;34073294;34073294;34073294;34074317;34074317;34074317;34077185;34077185;34077185	34056669;34056669;34056669;34057995;34060146;34060146;34064345;34064345;34064345;34071531;34071531;34071531;34073407;34073407;34073407;34074418;34074418;34074418;34080334;34080334;34080334	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3974	533	500	602	713	569	633	609	704	468	614	732	680
ENSMUSG00000021408	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	34094232;34094269;34094743;34101470;34101470;34101470;34101567;34102414;34102414;34102414;34102414;34105119;34105119;34105119;34106995;34106995;34106995;34108866;34108866;34108866;34113250;34113250;34113250;34118611;34118611;34118611;34119587;34119587;34119587;34121909;34121909;34121909;34124365;34124365;34124365	34094575;34094575;34094822;34101689;34101689;34101689;34101689;34102570;34102570;34102570;34102570;34106555;34105256;34105256;34107226;34107226;34107226;34109015;34109015;34109015;34113326;34113326;34113326;34118701;34118701;34118701;34120120;34120120;34120120;34122049;34122049;34122049;34124651;34127039;34125546	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6138	1494	1477	1371	1301	1890	1140	1340	1246	1493	1198	1319	1139
ENSMUSG00000090628	13	34098835	34100200	-	1366	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000091462	13;13	34124932;34126349	34129016;34126905	+;+	4085	6	6	8	8	19	9	9	9	15	10	12	13
ENSMUSG00000038286	13;13;13;13;13;13;13;13;13;13;13;13;13	34129502;34129510;34136293;34136293;34138655;34138655;34138906;34139379;34142150;34142168;34152303;34155779;34165545	34129638;34129638;34136396;34136396;34138821;34138821;34138920;34139383;34142303;34142201;34152434;34155902;34165943	+;+;+;+;+;+;+;+;+;+;+;+;+	1237	375	398	399	557	396	504	355	445	323	401	546	565
ENSMUSG00000058672	13;13;13;13	34166170;34168047;34168418;34169742	34167397;34168157;34168526;34169877	-;-;-;-	1584	1379	1327	1147	1172	1395	1219	1135	1209	1442	1384	1324	1102
ENSMUSG00000045136	13;13;13;13	34218877;34220741;34221115;34222046	34220400;34220851;34221223;34222223	-;-;-;-	1922	143	136	126	114	157	151	106	146	165	154	124	109
ENSMUSG00000071451	13;13;13;13;13	34254833;34254833;34257930;34269850;34269850	34255118;34255118;34258005;34270041;34270037	+;+;+;+;+	554	159	171	143	138	200	132	149	116	146	143	171	142
ENSMUSG00000038267	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	34271027;34271027;34271512;34274736;34284025;34284025;34284025;34284025;34285118;34285263;34285263;34285263;34285263;34287121;34287121;34287121;34289671;34289671;34289671;34295786;34295786;34295786;34295889;34313239;34313772;34313772;34313772;34313772;34313772;34390866;34390866;34390866;34390866;34390866;34397027;34397027;34397027;34397027;34436028;34436028;34436028;34436028;34436028	34275180;34275180;34275180;34275180;34284148;34284148;34284148;34284148;34285141;34285400;34285295;34285295;34285295;34287353;34287353;34287353;34289773;34289773;34289773;34295913;34295913;34295913;34295913;34313268;34313940;34313940;34313940;34313940;34313940;34391020;34391020;34391020;34391020;34391020;34397130;34397130;34397130;34397130;34436464;34436072;34436320;34437051;34437051	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6386	1271	1316	1783	2129	1428	1646	1385	1818	1436	1429	1880	1867
ENSMUSG00000088573	13	34368834	34369121	-	288	1	1	0	0	0	0	0	0	1	0	0	2
ENSMUSG00000091482	13;13;13	34511435;34511486;34511789	34511461;34511662;34511848	+;+;+	264	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021411	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	34719709;34719709;34719710;34720737;34722220;34722220;34722220;34722220;34729023;34730034;34730034;34730034;34730034;34730876;34730876;34730876;34730881;34740362;34744049;34744049;34744049	34720757;34720757;34720757;34720757;34722331;34722331;34722331;34722331;34729176;34730151;34730151;34730151;34730151;34730967;34730967;34730967;34730967;34740437;34744550;34744540;34744550	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2103	2783	2865	3754	3076	2604	2774	2103	2285	2957	2404	2883	2938
ENSMUSG00000086786	13;13;13;13	34744792;34747823;34751494;34758087	34745097;34747953;34751590;34758643	+;+;+;+	1091	0	0	1	0	1	0	0	2	1	0	1	0
ENSMUSG00000038246	13;13	34826719;34838323	34826777;34839482	+;+	1219	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021413	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	34967363;34967363;34975100;34975100;34978539;34978539;34979993;34979993;34981381;34981381;34982364;34982364;34983959;34983959;34985630;34985630;34986304;34986304;34987188;34987188;34987836;34987836;34990978;34990978;34991700;34991700;34992233;34992233;34993262;34993262	34967563;34967563;34976296;34976296;34978712;34978712;34980148;34980148;34981462;34981462;34982574;34982574;34984032;34984032;34985720;34985720;34986451;34986451;34987325;34987325;34987989;34987989;34991092;34991092;34991851;34991851;34992319;34992319;34994746;34994746	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4465	3090	2919	3166	3145	3039	2863	2657	2584	2901	2472	2940	2885
ENSMUSG00000021414	13;13;13;13;13;13;13;13	35001833;35005298;35005479;35006310;35006441;35007523;35008620;35011480	35003338;35005365;35005553;35006323;35006525;35007619;35008787;35011862	-;-;-;-;-;-;-;-	2396	1	3	5	11	4	11	8	8	2	4	5	9
ENSMUSG00000021415	13;13;13;13;13;13;13;13;13;13;13	35016278;35016278;35024314;35024314;35036045;35036045;35043334;35043334;35044808;35044808;35047671	35016580;35016580;35024512;35024512;35036267;35036267;35043394;35043394;35045119;35045066;35047744	+;+;+;+;+;+;+;+;+;+;+	1172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000090492	13	35033677	35033841	+	165	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021416	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	35038483;35039941;35039953;35040614;35040614;35044850;35044850;35045951;35045951;35048730;35048730;35051743;35051743;35052270;35052270;35052593;35055623;35055623	35038959;35040084;35040084;35040703;35040703;35044970;35044970;35046050;35046050;35048799;35048799;35051931;35051931;35052368;35052368;35052663;35055657;35055679	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1418	0	2	1	0	1	0	0	0	0	1	2	0
ENSMUSG00000085962	13;13;13;13;13;13;13;13;13;13;13;13;13;13	35055851;35055874;35055927;35056493;35056493;35056493;35059096;35059096;35075002;35075002;35075002;35076569;35081838;35081838	35055952;35055952;35055952;35056705;35056705;35056605;35059203;35059203;35075076;35075076;35075076;35076604;35082012;35082321	+;+;+;+;+;+;+;+;+;+;+;+;+;+	1018	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000021417	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	35069617;35069618;35069626;35070519;35070519;35070519;35070571;35072121;35072131;35072131;35072131;35072131;35077765;35077936;35077936;35077936;35077936;35077936;35077936;35077975;35078017;35078026;35079338;35079338;35079338;35079338;35079338;35079338;35079338;35079338;35079338;35079338;35079394;35080152;35080152;35080152;35080152;35080152;35080152;35080152;35080152;35080152;35080152;35080152;35081399;35082050;35082050;35082050;35082050;35082050;35082050;35082050;35082050;35082087;35082587;35082587;35082587;35082587;35082587;35082587;35082587;35082587;35082587;35084937;35084937;35084937;35084937;35084937;35084937;35084937;35084937;35084937;35085699;35085699;35085699;35085883;35085883;35085883;35118878;35118878	35069935;35069935;35069935;35070662;35070662;35070662;35070662;35072220;35072220;35072220;35072220;35072220;35078056;35078056;35078056;35078056;35078056;35078056;35078056;35078056;35078056;35078056;35079437;35079437;35079437;35079437;35079437;35079437;35079437;35079437;35079437;35079437;35079437;35080221;35080221;35080221;35080221;35080221;35080221;35080225;35080691;35080221;35080221;35080221;35081434;35082238;35082238;35082238;35082238;35082238;35082238;35082238;35082238;35082238;35082685;35082685;35082685;35082685;35082685;35082685;35082685;35082685;35082685;35085331;35085197;35085197;35085089;35085099;35085089;35085089;35085099;35085099;35085991;35085992;35085996;35086001;35086001;35086013;35118963;35118963	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2615	1063	1188	1047	1199	993	959	934	1165	1003	1009	1028	1191
ENSMUSG00000077601	13	35385016	35385146	-	131	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000059288	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	35751731;35761681;35775615;35833271;35881970;35906617;35907778;35907778;35907778;35948532;35948532;35948532;35949945;35949945;35949945;35955068;35955068;35955068;35963447;35963447;35963447;35964381;35964381;35964381	35751862;35761817;35775707;35833757;35882044;35906637;35908444;35908444;35908444;35948788;35948788;35948788;35950117;35950117;35950117;35955278;35955278;35955278;35963590;35963590;35963590;35965933;35965933;35965933	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3950	559	450	557	565	490	468	463	457	456	442	519	534
ENSMUSG00000065178	13	35754004	35754145	+	142	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000021418	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	35985341;35986973;35988573;35988581;35988584;35990434;35990434;35990434;35990434;35990684;35990684;35990684;35990684;35990684;35993175;35993175;35993175;35993175;35993882;35993882;35993882;35995557;35995557;35996288;35996288;35996288;35996288;35998073;35998073;35998073;35998073	35988794;35988794;35988794;35988794;35988794;35990568;35990568;35990568;35990568;35990882;35990882;35990737;35990882;35990882;35993300;35995625;35993300;35993300;35993977;35993977;35993977;35995625;35995625;35996432;35996432;35996432;35996432;35998213;35998197;35998216;35998228	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6540	135	123	98	118	115	98	87	101	109	111	114	114
ENSMUSG00000050423	13;13;13;13	36050708;36059722;36060027;36060027	36050865;36059851;36062257;36060193	+;+;+;+	2519	2	0	1	2	0	0	1	1	0	3	0	1
ENSMUSG00000046573	13;13;13	36070666;36184675;36208944	36071776;36184795;36209226	-;-;-	1515	159	146	154	195	137	170	161	159	142	153	182	203
ENSMUSG00000021420	13;13;13;13;13;13;13;13;13;13;13;13;13	36209280;36209280;36296378;36323991;36323991;36338232;36338232;36433806;36433806;36501948;36501948;36629170;36629170	36209874;36209874;36297010;36324150;36324150;36338363;36338363;36433966;36433966;36502099;36502099;36629461;36629461	+;+;+;+;+;+;+;+;+;+;+;+;+	2125	199	240	261	295	223	226	226	264	225	234	250	251
ENSMUSG00000077282	13	36746274	36746405	+	132	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000039114	13;13;13;13;13;13	36817494;36818327;36821976;36821976;36822391;36826105	36818725;36818725;36822120;36822120;36822537;36826346	-;-;-;-;-;-	1766	101	101	112	177	129	178	98	151	75	133	164	227
ENSMUSG00000039109	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	36959047;36959047;36969612;36969612;36984675;36984675;36989851;36989851;36997772;36997772;37008733;37008733;37010401;37010401;37030785;37035760;37035760;37035760;37038312;37038312;37038312;37059887;37059887;37059887;37061515;37063640;37063817;37063817;37063817;37063817;37063817;37063829;37080703;37080703;37080703;37080703;37080703;37117540;37117540;37117540;37117540;37117540;37139226;37139226;37139226;37139226;37139226;37141010;37141010;37141010;37141010;37142064	36960787;36960787;36969748;36969748;36984835;36984835;36990138;36990138;36997925;36997925;37008821;37008821;37010504;37010504;37031116;37035898;37035898;37035898;37038486;37038486;37038486;37059994;37059994;37059994;37063698;37063698;37063826;37063935;37063935;37063935;37063935;37063935;37080954;37080954;37080954;37080954;37080954;37117728;37117728;37117728;37117728;37117728;37139373;37139373;37139373;37139373;37139373;37141082;37141082;37141056;37141082;37142113	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6443	1986	1323	1749	1873	1715	1707	2156	1207	1166	1432	1075	1541
ENSMUSG00000021423	13;13;13;13;13	37437214;37466832;37468757;37507366;37510408	37437443;37466918;37468885;37507418;37510905	+;+;+;+;+	997	278	265	261	286	290	190	284	254	178	252	217	216
ENSMUSG00000039087	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	37870269;37917844;37917908;37918184;37918801;37918801;37919262;37949803;37980303;37980303;37980740;37980740;37980740;37980740;37980740;37980740;37980740;37980740;37980740;37980740;37984421;37984421;37984421;37984421;37984421;37984421;37984421;37984421;37984421;37984421;37985641;37985641;37985641;37985641;37985641;37985641;37985641;37985641;37985641;37985641;37990281;37990281;37990281;37990281;37990281;37990281;37990281;37991493;37991493;37991493;37991493;37991493;37991493;37991493;38007891;38007891;38007891;38007891;38007891;38007891;38007891;38008328;38008328;38008328;38008328;38008328;38008328;38008328;38019992;38019992;38019992;38019992;38019992;38019992;38021427;38021427;38021427;38021427;38021427;38021427;38033412;38038726;38038726;38038726;38038726;38038885;38040512;38040512;38040512;38040512	37870426;37917921;37918213;37918213;37918842;37918844;37919600;37949962;37980549;37980549;37980841;37980841;37980841;37980841;37980841;37980841;37980841;37980841;37980841;37980841;37984527;37984527;37984527;37984527;37984527;37984527;37984527;37984527;37984527;37984527;37987067;37985783;37987067;37985853;37987067;37985853;37985853;37985695;37985853;37985718;37990370;37990370;37990370;37990370;37990370;37990370;37990370;37991656;37991656;37991656;37991656;37991656;37991656;37991656;38008029;38008029;38008029;38008029;38008029;38008029;38008029;38008464;38008464;38008464;38008464;38008464;38008464;38008464;38020181;38020181;38020181;38020181;38020181;38020181;38024358;38024358;38024562;38024560;38024358;38027414;38033573;38039532;38039532;38038893;38039532;38039373;38043863;38041075;38043871;38043869	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	13991	2606	2411	2718	2783	2361	2210	2440	2507	2412	2234	2558	2634
ENSMUSG00000021427	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38063270;38070066;38074964;38075262;38075262;38077133;38077133;38077844;38077844;38079386;38079386;38081373;38081373;38083866;38083866;38085874;38085874	38071675;38071675;38074978;38075355;38075355;38077211;38077211;38077920;38077920;38079648;38079648;38081460;38081460;38083978;38083978;38085994;38086059	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	9321	6223	5839	5565	5584	6790	5727	5711	5248	6323	5735	6302	5123
ENSMUSG00000044566	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38097921;38097923;38099809;38099809;38103217;38103217;38104261;38104261;38107549;38107549;38108280;38108280;38109166;38109166;38111036;38111036;38112780;38114282;38114282;38115100;38117152;38117152;38117152;38117152;38119972;38119972;38119972;38119972;38124234;38124234;38124234;38128657;38128657;38128688;38128688	38098042;38098042;38099877;38099877;38103287;38103287;38104365;38104365;38107656;38107656;38108360;38108360;38109276;38109276;38111182;38111182;38115337;38115337;38115337;38115337;38117672;38117672;38117672;38117672;38120059;38120059;38120059;38120059;38124493;38124493;38124493;38128938;38128792;38128806;38128806	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4523	32	32	37	39	31	30	22	31	37	25	28	18
ENSMUSG00000021428	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	38129109;38131942;38134920;38135778;38137142;38139114;38140749;38140945;38142093;38142677;38144138;38144747;38148031;38149006;38150557;38151809;38152624	38129400;38132143;38135010;38135847;38137184;38139206;38140861;38141025;38142179;38142814;38144241;38144853;38148096;38149125;38150610;38151961;38153298	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2489	669	639	714	679	743	561	605	606	674	612	657	598
